,Unnamed: 0,categoria,taglia,genere,marca,nome_prodotto,prezzo_effettivo,prezzo_ordinario,url_prodotto,modello,sport,colori
0,0,Scarpe Sportive,35.5,uomo,PUMA,MORPHIC - Scarpe da corsa su strada - white-warm white-sun struck,47.95,80.0,https://www.zalando.it/puma-morphic-sneakers-basse-white-warm-white-sun-struck-pu115o0pg-a18.html?size=35.5,MORPHIC,scarpe da corsa su strada,white-warm white-sun struck
1,1,Scarpe Sportive,35.5,uomo,PUMA,PROSPECT UNISEX - Scarpe da allenamento - black/yellow alert/white,48.95,70.0,https://www.zalando.it/puma-prospect-unisex-scarpe-da-allenamento-blackyellow-alertwhite-pu144a0bz-q12.html?size=35.5,PROSPECT UNISEX,scarpe da allenamento,black/yellow alert/white
2,2,Scarpe Sportive,35.5,uomo,PUMA,PWR HYBRID TR UNISEX - Scarpe da allenamento - black- white- black,63.95,80.0,https://www.zalando.it/puma-pwr-hybrid-tr-unisex-scarpe-da-allenamento-black-white-black-pu144a0cq-q13.html?size=35.5,PWR HYBRID TR UNISEX,scarpe da allenamento,black- white- black
3,3,Scarpe Sportive,35.5,uomo,UNDER ARMOUR,JET '23 - Scarpe da basket - black,60.0,60.0,https://www.zalando.it/under-armour-court-performance-ua-gs-jet-scarpe-da-basket-black-un243a04a-q11.html?size=35.5,JET '23,scarpe da basket,black
4,4,Scarpe Sportive,35.5,uomo,PUMA,ELIMINATE TURBO - Scarpe da pallamano - white/bluemazing,101.99,119.99,https://www.zalando.it/puma-eliminate-turbo-scarpe-da-pallamano-whitebluemazing-pu142a1u7-a11.html?size=35.5,ELIMINATE TURBO,scarpe da pallamano,white/bluemazing
5,5,Scarpe Sportive,35.5,uomo,PUMA,ANZARUN LITE - Scarpe da corsa su strada - black/white/lavender alert,43.95,55.0,https://www.zalando.it/puma-anzarun-scarpe-da-corsa-su-strada-black-white-lavender-alert-pu144a07j-q16.html?size=35.5,ANZARUN LITE,scarpe da corsa su strada,black/white/lavender alert
6,6,Scarpe Sportive,35.5,uomo,PUMA,POPCAT UNISEX - Ciabatte da mare - white pinktastic,39.99,39.99,https://www.zalando.it/puma-popcat-ciabatte-da-mare-white-pinktastic-pu115i000-a14.html?size=35.5,POPCAT UNISEX,ciabatte da mare,white pinktastic
7,7,Scarpe Sportive,35.5,uomo,PUMA,DARTER PRO - Scarpe da corsa su strada - black black cool dark gray,59.95,80.0,https://www.zalando.it/puma-scarpe-da-allenamento-black-black-cool-dark-gray-zzo32y902-q11.html?size=35.5,DARTER PRO,scarpe da corsa su strada,black black cool dark gray
8,8,Scarpe Sportive,35.5,uomo,PUMA,POPCAT UNISEX - Ciabatte da mare - black/white,25.0,25.0,https://www.zalando.it/puma-ciabattine-blackwhite-pu115i000-q11.html?size=35.5,POPCAT UNISEX,ciabatte da mare,black/white
9,9,Scarpe Sportive,35.5,uomo,PUMA,PWR NITRO SQD2 - Scarpe da corsa su strada - black green moon,103.95,130.0,https://www.zalando.it/puma-nitro-2-scarpe-da-corsa-su-strada-black-green-moon-pu144a0c2-q14.html?size=35.5,PWR NITRO SQD2,scarpe da corsa su strada,black green moon
10,10,Scarpe Sportive,35.5,uomo,PUMA,POPCAT UNISEX - Ciabatte da mare - white-dark coal,23.0,23.0,https://www.zalando.it/puma-popcat-ciabatte-da-mare-white-dark-coal-pu115i000-a15.html?size=35.5,POPCAT UNISEX,ciabatte da mare,white-dark coal
11,11,Scarpe Sportive,35.5,uomo,PUMA,NIGHT V3 - Scarpe da corsa su strada - black white,39.95,50.0,https://www.zalando.it/puma-scarpe-da-corsa-stabili-black-white-pu144a0ce-q11.html?size=35.5,NIGHT V3,scarpe da corsa su strada,black white
12,12,Scarpe Sportive,35.5,uomo,PUMA,POPCAT UNISEX - Ciabatte da mare - inky blue- white,23.0,23.0,https://www.zalando.it/puma-popcat-ciabatte-da-mare-inky-blue-white-pu115i000-k13.html?size=35.5,POPCAT UNISEX,ciabatte da mare,inky blue- white
13,13,Scarpe Sportive,35.5,uomo,PUMA,PWR HYBRID TR UNISEX - Scarpe da allenamento - galactic gray/black/green glare,63.95,80.0,https://www.zalando.it/puma-pwr-hybrid-unisex-scarpe-da-allenamento-galactic-grayblackgreen-glare-pu144a0cq-c11.html?size=35.5,PWR HYBRID TR UNISEX,scarpe da allenamento,galactic gray/black/green glare
14,14,Scarpe Sportive,35.5,uomo,PUMA,POPCAT UNISEX - Ciabatte da mare - white,22.0,25.0,https://www.zalando.it/puma-ciabattine-white-pu115i000-a11.html?size=35.5,POPCAT UNISEX,ciabatte da mare,white
15,15,Scarpe Sportive,35.5,uomo,NEW BALANCE,U740 UNISEX - Sneakers basse - white,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-white-ne215p03o-a11.html?size=35.5,U740 UNISEX,sneakers basse,white
16,16,Scarpe Sportive,35.5,uomo,NEW BALANCE,U740 UNISEX - Sneakers basse - incense,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-incense-ne215p003-b11.html?size=35.5,U740 UNISEX,sneakers basse,incense
17,17,Scarpe Sportive,35.5,uomo,NEW BALANCE,U740 - Sneakers basse - black,119.99,119.99,https://www.zalando.it/new-balance-u740-sneakers-basse-black-ne215p03y-q11.html?size=35.5,U740,sneakers basse,black
18,18,Scarpe Sportive,35.5,uomo,NEW BALANCE,U740 UNISEX - Sneakers basse - navy,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-navy-ne215p015-b11.html?size=35.5,U740 UNISEX,sneakers basse,navy
19,19,Scarpe Sportive,35.5,uomo,NEW BALANCE,U740 - Sneakers basse - blue agate,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-blue-agate-ne215p004-a11.html?size=35.5,U740,sneakers basse,blue agate
20,20,Scarpe Sportive,35.5,uomo,NEW BALANCE,U740 UNISEX - Sneakers basse - sea salt,119.99,119.99,https://www.zalando.it/new-balance-sneakers-basse-sea-salt-ne215p03f-a11.html?size=35.5,U740 UNISEX,sneakers basse,sea salt
21,21,Scarpe Sportive,35.5,uomo,NEW BALANCE,U740 - Sneakers basse - sun glow,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-sun-glow-ne215p01v-k11.html?size=35.5,U740,sneakers basse,sun glow
22,22,Scarpe Sportive,35.5,uomo,NEW BALANCE,U740 UNISEX - Sneakers basse - black,120.0,120.0,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-black-ne215p022-q11.html?size=35.5,U740 UNISEX,sneakers basse,black
23,23,Scarpe Sportive,35.5,uomo,NEW BALANCE,U740 - Sneakers basse - white,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-white-ne215p02i-a11.html?size=35.5,U740,sneakers basse,white
24,24,Scarpe Sportive,36.0,uomo,PUMA,MORPHIC - Scarpe da corsa su strada - white silver team royal,55.95,80.0,https://www.zalando.it/puma-morphic-sneakers-basse-white-silver-team-royal-pu115o0pg-a21.html?size=36,MORPHIC,scarpe da corsa su strada,white silver team royal
25,25,Scarpe Sportive,36.0,uomo,PUMA,MORPHIC - Scarpe da corsa su strada - white silver red,55.95,80.0,https://www.zalando.it/puma-morphic-sneakers-basse-white-silver-red-pu115o0pg-a19.html?size=36,MORPHIC,scarpe da corsa su strada,white silver red
26,26,Scarpe Sportive,36.0,uomo,PUMA,SCEND PRO 2 - Scarpe da corsa su strada - black-yellow alert-pure magenta,52.95,70.0,https://www.zalando.it/puma-scend-pro-2-scarpe-da-corsa-su-strada-black-yellow-alert-pure-magenta-pu142a1y5-q11.html?size=36,SCEND PRO 2,scarpe da corsa su strada,black-yellow alert-pure magenta
27,27,Scarpe Sportive,36.0,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - white,90.0,114.0,https://www.zalando.it/new-balance-480-unisex-sneakers-basse-white-ne215o05f-a12.html?size=36,480 UNISEX,scarpe da basket,white
28,28,Scarpe Sportive,36.0,uomo,PUMA,SKYROCKET LITE - Scarpe da trail running - black/cool dark gray,44.95,60.0,https://www.zalando.it/puma-skyrocket-lite-scarpe-da-trail-running-blackcool-dark-gray-pu142a1xo-q11.html?size=36,SKYROCKET LITE,scarpe da trail running,black/cool dark gray
29,29,Scarpe Sportive,36.0,uomo,PUMA,SCEND PRO 2 - Scarpe da corsa su strada - black/flat dark gray,52.95,70.0,https://www.zalando.it/puma-scend-pro-2-scarpe-da-corsa-su-strada-blackflat-dark-gray-pu142a1y5-q12.html?size=36,SCEND PRO 2,scarpe da corsa su strada,black/flat dark gray
30,30,Scarpe Sportive,36.0,uomo,NEW BALANCE,530 - Scarpe da corsa su strada - grey beige,120.0,120.0,https://www.zalando.it/new-balance-sneakers-basse-grey-beige-ne242a0o4-c11.html?size=36,530,scarpe da corsa su strada,grey beige
31,31,Scarpe Sportive,36.0,uomo,PUMA,POUNCE LITE - Scarpe da trail running - gold black,38.95,55.0,https://www.zalando.it/puma-scarpe-running-neutre-gold-black-pu144a0ck-q11.html?size=36,POUNCE LITE,scarpe da trail running,gold black
32,32,Scarpe Sportive,36.0,uomo,PUMA,SKYROCKET LITE - Scarpe da trail running - loden green black,41.95,60.0,https://www.zalando.it/puma-skyrocket-lite-scarpe-da-trail-running-loden-green-black-pu142a1xo-m11.html?size=36,SKYROCKET LITE,scarpe da trail running,loden green black
33,33,Scarpe Sportive,36.0,uomo,PUMA,CELL THRILL UNISEX - Scarpe da allenamento - for all time red/black,55.49,64.99,https://www.zalando.it/puma-cell-thrill-unisex-scarpe-da-allenamento-for-all-time-redblack-pu144a0by-g11.html?size=36,CELL THRILL UNISEX,scarpe da allenamento,for all time red/black
34,34,Scarpe Sportive,36.0,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - prism purple,69.99,99.99,https://www.zalando.it/new-balance-480-unisex-sneakers-basse-prism-purple-ne215o05f-c11.html?size=36,480 UNISEX,scarpe da basket,prism purple
35,35,Scarpe Sportive,36.0,uomo,PUMA,DISPERSE XT 4 UNISEX - Scarpe da allenamento - black/white,48.95,65.0,https://www.zalando.it/puma-disperse-xt-4-unisex-scarpe-da-allenamento-blackwhite-pu144a0cm-q11.html?size=36,DISPERSE XT 4 UNISEX,scarpe da allenamento,black/white
36,36,Scarpe Sportive,36.0,uomo,UNDER ARMOUR,APPARITION - Scarpe da allenamento - black/metallic black/castlerock,129.99,129.99,https://www.zalando.it/under-armour-hovr-apparition-unisex-scarpe-da-allenamento-blackmetallic-blackcastlerock-un244a02c-q11.html?size=36,APPARITION,scarpe da allenamento,black/metallic black/castlerock
37,37,Scarpe Sportive,36.0,uomo,PUMA,STEWIE 2 CHERRY ON TOP - Scarpe da basket - mauved out/magenta gleam,65.99,119.99,https://www.zalando.it/puma-scarpe-da-basket-mauved-outmagenta-gleam-pu142a1v3-q11.html?size=36,STEWIE 2 CHERRY ON TOP,scarpe da basket,mauved out/magenta gleam
38,38,Scarpe Sportive,36.0,uomo,PUMA,RETALIATE 3 - Scarpe da corsa su strada - for all time red black,59.95,75.0,https://www.zalando.it/puma-retaliate-scarpe-da-corsa-stabili-for-all-time-red-black-pu115o0wk-g11.html?size=36,RETALIATE 3,scarpe da corsa su strada,for all time red black
39,39,Scarpe Sportive,36.0,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - varsity gold,54.99,99.99,https://www.zalando.it/new-balance-480-unisex-sneakers-basse-varsity-gold-ne215o05f-e11.html?size=36,480 UNISEX,scarpe da basket,varsity gold
40,40,Scarpe Sportive,36.0,uomo,PUMA,RETALIATE 3 - Scarpe da corsa su strada - olive- black,55.95,70.0,https://www.zalando.it/puma-retaliate-scarpe-da-corsa-su-strada-olive-black-pu115o0wk-m11.html?size=36,RETALIATE 3,scarpe da corsa su strada,olive- black
41,41,Scarpe Sportive,36.0,uomo,PUMA,FLYER LITE 3 - Scarpe da corsa su strada - alpine snow flat light gray black glowing red,39.95,50.0,https://www.zalando.it/puma-flyer-lite-3-unisex-scarpe-da-corsa-su-strada-alpine-snow-flat-light-gray-black-glowing-red-pu144a0cl-a11.html?size=36,FLYER LITE 3,scarpe da corsa su strada,alpine snow flat light gray black glowing red
42,42,Scarpe Sportive,36.0,uomo,UNDER ARMOUR,APPARITION - Scarpe da allenamento - white/castlerock/ares red,90.99,129.99,https://www.zalando.it/under-armour-hovr-apparition-unisex-scarpe-da-allenamento-whitecastlerockares-red-un244a02c-a12.html?size=36,APPARITION,scarpe da allenamento,white/castlerock/ares red
43,43,Scarpe Sportive,36.0,uomo,PUMA,DISPERSE XT 4 UNISEX - Scarpe da allenamento - galactic gray/green glare/green moon,55.49,64.99,https://www.zalando.it/puma-disperse-xt-4-unisex-scarpe-da-allenamento-galactic-graygreen-glaregreen-moon-pu144a0cm-c11.html?size=36,DISPERSE XT 4 UNISEX,scarpe da allenamento,galactic gray/green glare/green moon
44,44,Scarpe Sportive,36.0,uomo,PUMA,X CELL NOVA UNISEX - Scarpe da allenamento - black-gold,58.99,69.99,https://www.zalando.it/puma-x-cell-nova-unisex-scarpe-da-allenamento-black-gold-pu144a0bj-q11.html?size=36,X CELL NOVA UNISEX,scarpe da allenamento,black-gold
45,45,Scarpe Sportive,36.0,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - white,89.99,99.99,https://www.zalando.it/new-balance-480l-unisex-sneakers-basse-white-ne215o05f-q13.html?size=36,480 UNISEX,scarpe da basket,white
46,46,Scarpe Sportive,36.0,uomo,NEW BALANCE,U740 UNISEX - Sneakers basse - white,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-white-ne215p03o-a11.html?size=36,U740 UNISEX,sneakers basse,white
47,47,Scarpe Sportive,36.0,uomo,NEW BALANCE,U740 UNISEX - Sneakers basse - incense,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-incense-ne215p003-b11.html?size=36,U740 UNISEX,sneakers basse,incense
48,48,Scarpe Sportive,36.0,uomo,NEW BALANCE,U740 UNISEX - Sneakers basse - navy,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-navy-ne215p015-b11.html?size=36,U740 UNISEX,sneakers basse,navy
49,49,Scarpe Sportive,36.0,uomo,NEW BALANCE,U740 - Sneakers basse - black,119.99,119.99,https://www.zalando.it/new-balance-u740-sneakers-basse-black-ne215p03y-q11.html?size=36,U740,sneakers basse,black
50,50,Scarpe Sportive,36.0,uomo,NEW BALANCE,U740 - Sneakers basse - blue agate,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-blue-agate-ne215p004-a11.html?size=36,U740,sneakers basse,blue agate
51,51,Scarpe Sportive,36.0,uomo,NEW BALANCE,U740 UNISEX - Sneakers basse - sea salt,119.99,119.99,https://www.zalando.it/new-balance-sneakers-basse-sea-salt-ne215p03f-a11.html?size=36,U740 UNISEX,sneakers basse,sea salt
52,52,Scarpe Sportive,36.0,uomo,NEW BALANCE,U740 - Sneakers basse - sun glow,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-sun-glow-ne215p01v-k11.html?size=36,U740,sneakers basse,sun glow
53,53,Scarpe Sportive,36.0,uomo,NEW BALANCE,U740 UNISEX - Sneakers basse - black,120.0,120.0,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-black-ne215p022-q11.html?size=36,U740 UNISEX,sneakers basse,black
54,54,Scarpe Sportive,36.0,uomo,NEW BALANCE,U740 - Sneakers basse - white,119.99,119.99,https://www.zalando.it/new-balance-u740-unisex-sneakers-basse-white-ne215p02i-a11.html?size=36,U740,sneakers basse,white
55,55,Scarpe Sportive,36.5,uomo,UNDER ARMOUR,APPARITION - Scarpe da allenamento - black/metallic black/castlerock,129.99,129.99,https://www.zalando.it/under-armour-hovr-apparition-unisex-scarpe-da-allenamento-blackmetallic-blackcastlerock-un244a02c-q11.html?size=36.5,APPARITION,scarpe da allenamento,black/metallic black/castlerock
56,56,Scarpe Sportive,36.5,uomo,UNDER ARMOUR,INFINITE PRO UNISEX - Scarpe da trail running - ivory dune/aero pink,139.99,139.99,https://www.zalando.it/under-armour-infinite-pro-unisex-scarpe-da-trail-running-ivory-duneaero-pink-un242a0mq-b11.html?size=36.5,INFINITE PRO UNISEX,scarpe da trail running,ivory dune/aero pink
57,57,Scarpe Sportive,36.5,uomo,UNDER ARMOUR,INFINITE PRO UNISEX - Scarpe da trail running - black/anthracite/tetra gray,139.99,139.99,https://www.zalando.it/under-armour-infinite-pro-trail-scarpe-da-trail-running-blackanthracitetetra-gray-un242a0mq-q11.html?size=36.5,INFINITE PRO UNISEX,scarpe da trail running,black/anthracite/tetra gray
58,58,Scarpe Sportive,36.5,uomo,UNDER ARMOUR,JET '23 - Scarpe da basket - black,60.0,60.0,https://www.zalando.it/under-armour-court-performance-ua-gs-jet-scarpe-da-basket-black-un243a04a-q11.html?size=36.5,JET '23,scarpe da basket,black
59,59,Scarpe Sportive,37.0,uomo,PUMA,MORPHIC - Scarpe da corsa su strada - white silver team royal,55.95,80.0,https://www.zalando.it/puma-morphic-sneakers-basse-white-silver-team-royal-pu115o0pg-a21.html?size=37,MORPHIC,scarpe da corsa su strada,white silver team royal
60,60,Scarpe Sportive,37.0,uomo,PUMA,MORPHIC - Scarpe da corsa su strada - white silver red,55.95,80.0,https://www.zalando.it/puma-morphic-sneakers-basse-white-silver-red-pu115o0pg-a19.html?size=37,MORPHIC,scarpe da corsa su strada,white silver red
61,61,Scarpe Sportive,37.0,uomo,PUMA,SCEND PRO 2 - Scarpe da corsa su strada - black-yellow alert-pure magenta,52.95,70.0,https://www.zalando.it/puma-scend-pro-2-scarpe-da-corsa-su-strada-black-yellow-alert-pure-magenta-pu142a1y5-q11.html?size=37,SCEND PRO 2,scarpe da corsa su strada,black-yellow alert-pure magenta
62,62,Scarpe Sportive,37.0,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - white,90.0,114.0,https://www.zalando.it/new-balance-480-unisex-sneakers-basse-white-ne215o05f-a12.html?size=37,480 UNISEX,scarpe da basket,white
63,63,Scarpe Sportive,37.0,uomo,PUMA,SKYROCKET LITE - Scarpe da trail running - black/cool dark gray,44.95,60.0,https://www.zalando.it/puma-skyrocket-lite-scarpe-da-trail-running-blackcool-dark-gray-pu142a1xo-q11.html?size=37,SKYROCKET LITE,scarpe da trail running,black/cool dark gray
64,64,Scarpe Sportive,37.0,uomo,PUMA,SCEND PRO 2 - Scarpe da corsa su strada - black/flat dark gray,52.95,70.0,https://www.zalando.it/puma-scend-pro-2-scarpe-da-corsa-su-strada-blackflat-dark-gray-pu142a1y5-q12.html?size=37,SCEND PRO 2,scarpe da corsa su strada,black/flat dark gray
65,65,Scarpe Sportive,37.0,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - prism purple,69.99,99.99,https://www.zalando.it/new-balance-480-unisex-sneakers-basse-prism-purple-ne215o05f-c11.html?size=37,480 UNISEX,scarpe da basket,prism purple
66,66,Scarpe Sportive,37.0,uomo,PUMA,POUNCE LITE - Scarpe da trail running - gold black,38.95,55.0,https://www.zalando.it/puma-scarpe-running-neutre-gold-black-pu144a0ck-q11.html?size=37,POUNCE LITE,scarpe da trail running,gold black
67,67,Scarpe Sportive,37.0,uomo,PUMA,CELL THRILL UNISEX - Scarpe da allenamento - for all time red/black,55.49,64.99,https://www.zalando.it/puma-cell-thrill-unisex-scarpe-da-allenamento-for-all-time-redblack-pu144a0by-g11.html?size=37,CELL THRILL UNISEX,scarpe da allenamento,for all time red/black
68,68,Scarpe Sportive,37.0,uomo,NEW BALANCE,530 - Scarpe da corsa su strada - grey beige,120.0,120.0,https://www.zalando.it/new-balance-sneakers-basse-grey-beige-ne242a0o4-c11.html?size=37,530,scarpe da corsa su strada,grey beige
69,69,Scarpe Sportive,37.0,uomo,PUMA,SCEND PRO 2 - Scarpe da corsa su strada - yellow alert/black,52.95,70.0,https://www.zalando.it/puma-scend-pro-2-scarpe-da-corsa-su-strada-yellow-alertblack-pu142a1y5-e11.html?size=37,SCEND PRO 2,scarpe da corsa su strada,yellow alert/black
70,70,Scarpe Sportive,37.0,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - varsity gold,54.99,99.99,https://www.zalando.it/new-balance-480-unisex-sneakers-basse-varsity-gold-ne215o05f-e11.html?size=37,480 UNISEX,scarpe da basket,varsity gold
71,71,Scarpe Sportive,37.0,uomo,PUMA,STEWIE 2 CHERRY ON TOP - Scarpe da basket - mauved out/magenta gleam,65.99,119.99,https://www.zalando.it/puma-scarpe-da-basket-mauved-outmagenta-gleam-pu142a1v3-q11.html?size=37,STEWIE 2 CHERRY ON TOP,scarpe da basket,mauved out/magenta gleam
72,72,Scarpe Sportive,37.0,uomo,PUMA,SKYROCKET LITE - Scarpe da trail running - loden green black,41.95,60.0,https://www.zalando.it/puma-skyrocket-lite-scarpe-da-trail-running-loden-green-black-pu142a1xo-m11.html?size=37,SKYROCKET LITE,scarpe da trail running,loden green black
73,73,Scarpe Sportive,37.0,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - white,89.99,99.99,https://www.zalando.it/new-balance-480l-unisex-sneakers-basse-white-ne215o05f-q13.html?size=37,480 UNISEX,scarpe da basket,white
74,74,Scarpe Sportive,37.0,uomo,PUMA,RETALIATE 3 - Scarpe da corsa su strada - for all time red black,59.95,75.0,https://www.zalando.it/puma-retaliate-scarpe-da-corsa-stabili-for-all-time-red-black-pu115o0wk-g11.html?size=37,RETALIATE 3,scarpe da corsa su strada,for all time red black
75,75,Scarpe Sportive,37.0,uomo,PUMA,CAVEN 2.0 UNISEX - Scarpe da basket - black/cool dark gray,56.95,65.0,https://www.zalando.it/puma-caven-20-unisex-sneakers-basse-blackcool-dark-gray-pu115o0nn-q11.html?size=37,CAVEN 2.0 UNISEX,scarpe da basket,black/cool dark gray
76,76,Scarpe Sportive,37.0,uomo,PUMA,DISPERSE XT 4 UNISEX - Scarpe da allenamento - black/white,48.95,65.0,https://www.zalando.it/puma-disperse-xt-4-unisex-scarpe-da-allenamento-blackwhite-pu144a0cm-q11.html?size=37,DISPERSE XT 4 UNISEX,scarpe da allenamento,black/white
77,77,Scarpe Sportive,37.0,uomo,NEW BALANCE,KAWHI IV  - Scarpe da basket - black,109.99,169.99,https://www.zalando.it/new-balance-kawhi-iv-scarpe-da-basket-black-ne242a0j9-a13.html?size=37,KAWHI IV,scarpe da basket,black
78,78,Scarpe Sportive,37.0,uomo,PUMA,CAVEN 2.0 UNISEX - Scarpe da basket - white/silver,57.99,64.99,https://www.zalando.it/puma-caven-20-unisex-sneakers-basse-whitesilver-pu115o0nn-a11.html?size=37,CAVEN 2.0 UNISEX,scarpe da basket,white/silver
79,79,Scarpe Sportive,37.0,uomo,PUMA,DISPERSE XT 4 UNISEX - Scarpe da allenamento - galactic gray/green glare/green moon,55.49,64.99,https://www.zalando.it/puma-disperse-xt-4-unisex-scarpe-da-allenamento-galactic-graygreen-glaregreen-moon-pu144a0cm-c11.html?size=37,DISPERSE XT 4 UNISEX,scarpe da allenamento,galactic gray/green glare/green moon
80,80,Scarpe Sportive,37.0,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - dark mushroom,99.99,99.99,https://www.zalando.it/new-balance-480l-unisex-sneakers-basse-dark-mushroom-ne215o05f-b11.html?size=37,480 UNISEX,scarpe da basket,dark mushroom
81,81,Scarpe Sportive,37.0,uomo,PUMA,RETALIATE 3 - Scarpe da corsa su strada - olive- black,55.95,70.0,https://www.zalando.it/puma-retaliate-scarpe-da-corsa-su-strada-olive-black-pu115o0wk-m11.html?size=37,RETALIATE 3,scarpe da corsa su strada,olive- black
82,82,Scarpe Sportive,37.0,uomo,PUMA,CAVEN 2.0 UNISEX - Scarpe da basket - white/peaceful blue/cool light gray,57.99,64.99,https://www.zalando.it/puma-caven-20-unisex-sneakers-basse-whitepeaceful-bluecool-light-gray-pu115o0nn-a25.html?size=37,CAVEN 2.0 UNISEX,scarpe da basket,white/peaceful blue/cool light gray
83,83,Scarpe Sportive,37.0,uomo,PUMA,CELL THRILL UNISEX - Scarpe da allenamento - black black,64.99,64.99,https://www.zalando.it/puma-cell-thrill-scarpe-running-neutre-black-black-pu144a0by-q12.html?size=37,CELL THRILL UNISEX,scarpe da allenamento,black black
84,84,Scarpe Sportive,37.0,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - black,70.0,99.95,https://www.zalando.it/new-balance-480-unisex-sneakers-basse-black-ne215o05f-q11.html?size=37,480 UNISEX,scarpe da basket,black
85,85,Scarpe Sportive,37.0,uomo,PUMA,SOFTRIDE ENZO 5  - Scarpe da allenamento - black/cool dark gray,44.95,75.0,https://www.zalando.it/puma-softride-enzo-5-unisex-scarpe-da-allenamento-blackcool-dark-gray-pu144a0cn-q11.html?size=37,SOFTRIDE ENZO 5,scarpe da allenamento,black/cool dark gray
86,86,Scarpe Sportive,37.0,uomo,PUMA,ANZARUN LITE - Scarpe da corsa su strada - navy,43.95,55.0,https://www.zalando.it/puma-anzarun-lite-scarpe-da-fitness-pu144a07j-k11.html?size=37,ANZARUN LITE,scarpe da corsa su strada,navy
87,87,Scarpe Sportive,37.0,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - white/blue,85.0,100.0,https://www.zalando.it/new-balance-480-unisex-sneakers-basse-whiteblue-ne215o05f-a15.html?size=37,480 UNISEX,scarpe da basket,white/blue
88,88,Scarpe Sportive,37.0,uomo,PUMA,DARTER PRO - Scarpe da corsa su strada - black black cool dark gray,59.95,80.0,https://www.zalando.it/puma-scarpe-da-allenamento-black-black-cool-dark-gray-zzo32y902-q11.html?size=37,DARTER PRO,scarpe da corsa su strada,black black cool dark gray
89,89,Scarpe Sportive,37.0,uomo,PUMA,PWR NITRO SQD2 - Scarpe da corsa su strada - mars red  white black,72.95,130.0,https://www.zalando.it/puma-nitro-scarpe-running-neutre-mars-red-white-black-pu144a0c2-g11.html?size=37,PWR NITRO SQD2,scarpe da corsa su strada,mars red  white black
90,90,Scarpe Sportive,37.0,uomo,PUMA,EASY RIDER MIX - Scarpe da camminata - white/black,79.95,100.0,https://www.zalando.it/puma-easy-rider-unisex-sneakers-basse-whiteblack-pu115o0tz-a11.html?size=37,EASY RIDER MIX,scarpe da camminata,white/black
91,91,Scarpe Sportive,37.0,uomo,NEW BALANCE,480 UNISEX - Scarpe da basket - white/light grey,89.99,99.99,https://www.zalando.it/new-balance-480-unisex-sneakers-basse-whitelight-grey-ne215o05f-a13.html?size=37,480 UNISEX,scarpe da basket,white/light grey
92,92,Scarpe Sportive,37.0,uomo,PUMA,ANZARUN LITE - Scarpe da corsa su strada - black/white,54.99,54.99,https://www.zalando.it/puma-anzarun-lite-scarpe-da-fitness-blackwhite-pu144a07j-q11.html?size=37,ANZARUN LITE,scarpe da corsa su strada,black/white
93,93,Scarpe Sportive,37.0,uomo,PUMA,PWR HYBRID TR UNISEX - Scarpe da allenamento - black- white- black,63.95,80.0,https://www.zalando.it/puma-pwr-hybrid-tr-unisex-scarpe-da-allenamento-black-white-black-pu144a0cq-q13.html?size=37,PWR HYBRID TR UNISEX,scarpe da allenamento,black- white- black
94,94,Scarpe Sportive,37.0,uomo,PUMA,SOLARSTRIKE II - Scarpe da allenamento - black/fire orchid/white,51.95,90.0,https://www.zalando.it/puma-solarstrike-ii-scarpe-da-allenamento-blackfire-orchidwhite-pu142a1bk-q14.html?size=37,SOLARSTRIKE II,scarpe da allenamento,black/fire orchid/white
95,95,Scarpe Sportive,37.0,uomo,PUMA,CAVEN 2.0 UNISEX - Scarpe da basket - white/dark myrtle/gold,48.99,64.99,https://www.zalando.it/puma-caven-20-unisex-sneakers-basse-whitedark-myrtlegold-pu115o0nn-a17.html?size=37,CAVEN 2.0 UNISEX,scarpe da basket,white/dark myrtle/gold
